Material_ID,Total_Cost,Cumulative_Cost,Cumulative_Percent,SKU_Percent
MAT00262,1197945.21,281526841.9699999,23.51449733041802,4.7
MAT00638,1197945.15,282724787.1199999,23.614555562288725,4.72
MAT00655,1197943.87,283922730.9899999,23.714613687247578,4.74
MAT00104,1197943.6,285120674.5899999,23.814671789654714,4.760000000000001
MAT00627,1197943.5,286318618.0899999,23.91472988370936,4.78
MAT00599,1197943.24,287516561.3299999,24.014787956047538,4.8
MAT00697,1197943.24,288714504.56999993,24.114846028385713,4.82
MAT00178,1197942.78,289912447.3499999,24.214904062302438,4.84
MAT00211,1197942.3599999999,291110389.7099999,24.314962061138715,4.859999999999999
MAT00374,1197942.04,292308331.74999994,24.41502003324703,4.88
MAT00103,1197941.8,293506273.54999995,24.515077985309368,4.9
MAT00132,1197941.7,294704215.24999994,24.61513592901922,4.92
MAT00319,1197940.7,295902155.9499999,24.715193789204186,4.9399999999999995
MAT00196,1197940.38,297100096.3299999,24.815251622661187,4.96
MAT00449,1197940.16,298298036.48999995,24.915309437742717,4.9799999999999995
MAT00506,1197940.12,299495976.60999995,25.01536724948325,5.0
MAT00670,1197939.8199999998,300693916.42999995,25.11542503616631,5.0200000000000005
MAT00643,1197939.6,301891856.03,25.215482804473904,5.04
MAT00014,1197938.96,303089794.98999995,25.31554051932557,5.06
MAT00388,1197938.56,304287733.54999995,25.415598200767274,5.08
MAT00682,1197937.8,305485671.34999996,25.515655818730075,5.1
MAT00224,1197937.8,306683609.15,25.61571343669287,5.12
MAT00185,1197937.8,307881546.95,25.715771054655672,5.140000000000001
MAT00237,1197937.1400000001,309079484.09,25.81582861749204,5.16
MAT00592,1197936.3599999999,310277420.45,25.915886115179003,5.18
MAT00276,1197936.35,311475356.8,26.015943612030718,5.2
MAT00060,1197935.75,312673292.55,26.116001058767495,5.220000000000001
MAT00618,1197935.68,313871228.23,26.216058499657535,5.24
MAT00432,1197934.53,315069162.76,26.316115844493954,5.26
MAT00427,1197934.42,316267097.18,26.41617318014264,5.28
MAT00637,1197934.05,317465031.23,26.516230484887117,5.3
MAT00251,1197933.3599999999,318662964.59000003,26.616287731999417,5.319999999999999
MAT00735,1197932.64,319860897.23,26.716344918973807,5.34
MAT00642,1197932.05,321058829.28000003,26.816402056668508,5.36
MAT00329,1197931.98,322256761.26000005,26.916459188516466,5.38
MAT00745,1197931.8,323454693.06000006,27.01651630532995,5.4
MAT00596,1197931.5,324652624.56000006,27.11657339708597,5.42
MAT00023,1197931.5,325850556.06000006,27.216630488841986,5.4399999999999995
MAT00136,1197930.5,327048486.56000006,27.316687497073115,5.46
MAT00065,1197929.72,328246416.2800001,27.416744440154833,5.48
MAT00488,1197929.72,329444346.0000001,27.516801383236555,5.5
MAT00747,1197929.56,330642275.5600001,27.616858312954296,5.52
MAT00048,1197929.46,331840205.0200001,27.71691523431954,5.54
MAT00502,1197929.25,333038134.2700001,27.816972138144564,5.56
MAT00594,1197929.24,334236063.5100001,27.917029041134338,5.58
MAT00217,1197929.1600000001,335433992.67000014,28.017085937442125,5.6000000000000005
MAT00466,1197929.04,336631921.71000016,28.11714282372692,5.62
MAT00607,1197928.67,337829850.3800002,28.217199679107512,5.64
MAT00546,1197928.6600000001,339027779.0400002,28.317256533652856,5.66
MAT00539,1197927.3599999999,340225706.4000002,28.417313279615847,5.680000000000001
MAT00571,1197927.3599999999,341423633.7600002,28.517370025578835,5.7
MAT00623,1197926.94,342621560.7000002,28.617426736461372,5.72
MAT00062,1197926.38,343819487.0800002,28.71748340056997,5.74
MAT00568,1197926.25,345017413.3300002,28.817540053820334,5.76
MAT00725,1197926.21,346215339.5400002,28.917596703729703,5.779999999999999
MAT00195,1197926.08,347413265.6200002,29.017653342780836,5.800000000000001
MAT00144,1197926.08,348611191.70000017,29.117709981831975,5.82
MAT00036,1197925.5,349809117.20000017,29.217766572438673,5.84
MAT00658,1197925.19,351007042.39000016,29.31782313715266,5.86
MAT00317,1197924.25,352204966.64000016,29.417879623353254,5.88
MAT00715,1197923.56,353402890.20000017,29.517936051921673,5.8999999999999995
MAT00215,1197923.49,354600813.6900002,29.617992474643355,5.92
MAT00713,1197923.1600000001,355798736.8500002,29.718048869801827,5.94
MAT00213,1197922.83,356996659.6800002,29.81810523739708,5.96
MAT00696,1197922.05,358194581.7300002,29.918161539842924,5.9799999999999995
MAT00688,1197921.6,359392503.3300002,30.018217804702573,6.0
MAT00584,1197921.4,360590424.7300002,30.11827405285724,6.02
MAT00626,1197921.15,361788345.8800002,30.21833028013069,6.04
MAT00175,1197921.12,362986267.0000002,30.31838650489839,6.0600000000000005
MAT00404,1197921.0,364184188.0000002,30.418442719643103,6.08
MAT00064,1197920.9,365382108.90000015,30.518498926035324,6.1
MAT00025,1197920.85,366580029.7500002,30.618555128251312,6.12
MAT00714,1197920.3,367777950.0500002,30.718611284528606,6.140000000000001
MAT00707,1197919.77,368975869.8200002,30.818667396537712,6.16
MAT00700,1197919.6,370173789.4200002,30.91872349434759,6.18
MAT00019,1197919.53,371371708.95000017,31.018779586310718,6.2
MAT00020,1197918.1500000001,372569627.10000014,31.118835563009505,6.22
MAT00287,1197918.12,373767545.22000015,31.21889153720255,6.239999999999999
MAT00145,1197918.08,374965463.30000013,31.318947508054595,6.260000000000001
MAT00608,1197918.0,376163381.30000013,31.419003472224656,6.279999999999999
MAT00228,1197917.63,377361298.9300001,31.519059405490502,6.3
MAT00742,1197917.07,378559216.0000001,31.619115291982414,6.32
MAT00139,1197916.97,379757132.97000015,31.719171170121847,6.34
MAT00095,1197916.58,380955049.55000013,31.819227015686565,6.36
MAT00167,1197916.56,382152966.11000013,31.919282859580782,6.38
MAT00040,1197916.12,383350882.23000014,32.01933866672405,6.4
MAT00349,1197915.9,384548798.1300001,32.11939445549185,6.419999999999999
MAT00445,1197915.83,385746713.9600001,32.219450238412904,6.4399999999999995
MAT00330,1197915.48,386944629.4400001,32.31950599210025,6.460000000000001
MAT00543,1197915.15,388142544.5900001,32.41956171822438,6.4799999999999995
MAT00429,1197914.67,389340459.2600001,32.51961740425657,6.5
MAT00640,1197914.58,390538373.8400001,32.61967308277151,6.52
MAT00567,1197914.05,391736287.8900001,32.71972871701828,6.54
MAT00083,1197913.78,392934201.6700001,32.81978432871331,6.5600000000000005
MAT00712,1197913.53,394132115.20000005,32.91983991952713,6.58
MAT00125,1197913.53,395330028.73,33.019895510340945,6.6000000000000005
MAT00024,1197913.05,396527941.78000003,33.11995106106282,6.619999999999999
MAT00631,1197912.6099999999,397725854.39000005,33.220006575033736,6.64
MAT00107,1197912.0,398923766.39000005,33.32006203805448,6.660000000000001
MAT00045,1197911.76,400121678.15000004,33.42011748102925,6.68
MAT00001,1197911.4,401319589.55,33.52017289393506,6.7
MAT00512,1197911.25,402517500.8,33.620228294312135,6.72
MAT00120,1197909.59,403715410.39,33.720283556037906,6.74
MAT00384,1197908.45,404913318.84,33.8203387225453,6.76
MAT00234,1197908.35,406111227.19,33.92039388070021,6.78
MAT00297,1197908.2,407309135.39,34.02044902632639,6.800000000000001
MAT00126,1197907.6,408507042.99,34.120504121837634,6.819999999999999
MAT00491,1197906.86,409704949.85,34.220559155540464,6.84
MAT00283,1197906.3599999999,410902856.21000004,34.32061414748085,6.859999999999999
MAT00565,1197906.08,412100762.29,34.42066911603427,6.88
MAT00288,1197905.98,413298668.27000004,34.5207240762352,6.9
MAT00212,1197905.83,414496574.1,34.620779023907396,6.92
MAT00342,1197905.58,415694479.68,34.72083395069837,6.94
MAT00422,1197905.35,416892385.03000003,34.82088885827863,6.959999999999999
MAT00131,1197905.32,418090290.35,34.92094376335313,6.98
MAT00190,1197904.32,419288194.67,35.02099858490275,7.000000000000001
MAT00345,1197904.32,420486098.99,35.12105340645237,7.02
MAT00484,1197904.26,421684003.25,35.221108222990495,7.04
MAT00496,1197904.21,422881907.46,35.32116303535237,7.06
MAT00294,1197903.8900000001,424079811.34999996,35.42121782098629,7.08
MAT00029,1197903.66,425277715.01,35.521272587409484,7.1
MAT00009,1197903.52,426475618.53,35.621327342139196,7.12
MAT00744,1197903.1400000001,427673521.66999996,35.72138206512945,7.140000000000001
MAT00148,1197903.1400000001,428871424.80999994,35.8214367881197,7.16
MAT00740,1197902.68,430069327.48999995,35.9214914726885,7.180000000000001
MAT00150,1197902.42,431267229.90999997,36.021546135540845,7.199999999999999
MAT00111,1197902.16,432465132.07,36.121600776676715,7.22
MAT00173,1197902.16,433663034.23,36.221655417812585,7.24
MAT00483,1197901.88,434860936.11,36.32171003556148,7.26
MAT00407,1197901.75,436058837.86,36.42176464245214,7.28
MAT00079,1197901.3800000001,437256739.24,36.521819218438594,7.3
MAT00341,1197900.68,438454639.92,36.621873735957635,7.32
MAT00163,1197899.22,439652539.14000005,36.72192813153033,7.340000000000001
MAT00485,1197898.2,440850437.34000003,36.82198244190765,7.359999999999999
MAT00661,1197897.75,442048335.09000003,36.92203671469878,7.380000000000001
MAT00061,1197897.1800000002,443246232.27000004,37.022090939880705,7.3999999999999995
MAT00650,1197896.7,444444128.97,37.12214512497069,7.42
MAT00439,1197896.6099999999,445642025.58000004,37.222199302543444,7.4399999999999995
MAT00535,1197896.46,446839922.04,37.322253467587466,7.46
MAT00708,1197896.42,448037818.46000004,37.422307629290486,7.48
MAT00526,1197896.42,449235714.88000005,37.52236179099351,7.5
MAT00657,1197896.24,450433611.12000006,37.622415937662055,7.5200000000000005
MAT00456,1197895.9300000002,451631507.0500001,37.72247005843788,7.539999999999999
MAT00583,1197895.9300000002,452829402.9800001,37.82252417921371,7.5600000000000005
MAT00090,1197895.29,454027298.2700001,37.922578246533604,7.580000000000001
MAT00017,1197895.02,455225193.2900001,38.02263229130179,7.6
MAT00055,1197894.93,456423088.2200001,38.12268632855273,7.62
MAT00247,1197893.75,457620981.9700001,38.222740267244305,7.64
MAT00086,1197893.1600000001,458818875.1300001,38.3227941566562,7.66
MAT00305,1197892.85,460016767.98000014,38.42284802017538,7.68
MAT00720,1197892.8,461214660.78000015,38.522901879518315,7.7
MAT00692,1197892.76,462412553.54000014,38.62295573552026,7.720000000000001
MAT00143,1197891.67,463610445.21000016,38.723009500480075,7.739999999999999
MAT00327,1197891.53,464808336.7400001,38.8230632537464,7.76
MAT00309,1197891.09,466006227.8300001,38.92311697026178,7.779999999999999
MAT00328,1197891.0,467204118.8300001,39.02317067925992,7.8
MAT00042,1197890.6400000001,468402009.4700001,39.1232243581891,7.82
MAT00693,1197890.32,469599899.7900001,39.22327801039032,7.84
MAT00475,1197890.28,470797790.07000005,39.323331659250535,7.86
MAT00098,1197889.42,471995679.49000007,39.42338523627936,7.88
MAT00458,1197889.23,473193568.7200001,39.523438797438445,7.9
MAT00530,1197888.4,474391457.12000006,39.62349228927188,7.920000000000001
MAT00417,1197888.25,475589345.37000006,39.72354576857659,7.9399999999999995
MAT00555,1197888.25,476787233.62000006,39.82359924788129,7.960000000000001
MAT00674,1197887.94,477985121.56000006,39.923652701293285,7.9799999999999995
MAT00522,1197887.76,479183009.32000005,40.02370613967079,8.0
MAT00137,1197887.11,480380896.43000007,40.12375952375713,8.02
MAT00161,1197886.69,481578783.12000006,40.22381287276301,8.04
MAT00049,1197886.68,482776669.8000001,40.323866220933645,8.06
MAT00261,1197886.5,483974556.3000001,40.4239195540698,8.08
MAT00395,1197886.47,485172442.7700001,40.52397288470021,8.1
MAT00244,1197886.1400000001,486370328.9100001,40.624026187767406,8.12
MAT00418,1197885.87,487568214.7800001,40.72407946828287,8.14
MAT00259,1197885.78,488766100.56000006,40.82413274128111,8.16
MAT00424,1197885.62,489963986.18000007,40.92418600091537,8.18
MAT00364,1197883.74,491161869.9200001,41.02423910352284,8.200000000000001
MAT00517,1197883.5,492359753.4200001,41.12429218608433,8.219999999999999
MAT00737,1197883.24,493557636.6600001,41.22434524692936,8.24
MAT00513,1197882.18,494755518.8400001,41.324398219238006,8.260000000000002
MAT00361,1197882.12,495953400.9600001,41.42445118653516,8.28
MAT00624,1197881.53,497151282.49000007,41.52450410455263,8.3
MAT00257,1197881.52,498349164.01000005,41.62455702173485,8.32
MAT00570,1197881.36,499547045.37000006,41.724609925553096,8.34
